"Carimbo de data/hora","Nome (operador)","#TICKET","CONTRATO"
"2023/06/19 4:35:10 PM GMT-3","Mallone","Ticket: #70987","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:35:27 PM GMT-3","Rômulo","Ticket #71003","CAASC 0025"
"2023/06/19 4:38:15 PM GMT-3","Henrique Freitag","Ticket #71015","PJ EMPRESARIAL"
"2023/06/19 4:38:39 PM GMT-3","Henrique Freitag","Ticket #71016","INTERCAMBIO"
"2023/06/19 4:40:36 PM GMT-3","Henrique Freitag","Ticket #71017","INTERCAMBIO"
"2023/06/19 4:42:02 PM GMT-3","Nicoly","Ticket: #70909","UFSC"
"2023/06/19 4:45:25 PM GMT-3","Nicoly","Ticket: #70908","PF"
"2023/06/19 4:46:06 PM GMT-3","francine","Ticket #70992","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:48:37 PM GMT-3","Mallone","Ticket: #71011","PF"
"2023/06/19 4:49:23 PM GMT-3","Mallone","Ticket: #71012","PJ COLETIVO POR ADESÃO"
"2023/06/19 4:57:19 PM GMT-3","Nicoly","Ticket: #70893","PJ COLETIVO POR ADESÃO"
"2023/06/19 5:00:58 PM GMT-3","Renato","Ticket #70946","PJ EMPRESARIAL"
"2023/06/19 5:02:33 PM GMT-3","Nicoly","Ticket: #70901","PJ EMPRESARIAL"
"2023/06/19 5:07:16 PM GMT-3","lucas","Ticket: #70958","PJ EMPRESARIAL"
"2023/06/19 5:14:20 PM GMT-3","Renato","Ticket #70948","PJ EMPRESARIAL"
"2023/06/19 5:20:01 PM GMT-3","lucas","Ticket: #70959","PF"
"2023/06/19 5:20:44 PM GMT-3","Nicoly","Ticket: #70907","PJ EMPRESARIAL"
"2023/06/19 5:20:50 PM GMT-3","lucas","Ticket: #70960","PJ EMPRESARIAL"
"2023/06/19 5:21:33 PM GMT-3","Mallone","Ticket: #71019","PF"
"2023/06/19 5:21:43 PM GMT-3","lucas","Ticket: #70962","PJ EMPRESARIAL"
"2023/06/19 5:22:16 PM GMT-3","lucas","Ticket: #70983","PJ COLETIVO POR ADESÃO"
"2023/06/19 5:22:46 PM GMT-3","lucas","Ticket: #70984","PJ EMPRESARIAL"
"2023/06/19 5:23:16 PM GMT-3","lucas","Ticket: #70993","PJ EMPRESARIAL"
"2023/06/19 5:23:56 PM GMT-3","lucas","Ticket: #70994","PF"
"2023/06/19 5:24:28 PM GMT-3","lucas","Ticket: #71002","PJ EMPRESARIAL"
"2023/06/19 5:24:57 PM GMT-3","lucas","Ticket: #71020","PJ EMPRESARIAL"
"2023/06/19 5:25:04 PM GMT-3","Nicoly","Ticket: #70903","PF"
"2023/06/19 5:25:20 PM GMT-3","lucas","Ticket: #71021","INTERCAMBIO"
"2023/06/19 5:25:54 PM GMT-3","lucas","Ticket: #71023","PJ EMPRESARIAL"
"2023/06/19 5:26:27 PM GMT-3","lucas","Ticket: #71033","PJ COLETIVO POR ADESÃO"
"2023/06/19 5:28:30 PM GMT-3","lucas","Ticket: #71035","CAASC 0976"
"2023/06/19 5:29:32 PM GMT-3","lucas","Ticket: #71043","PJ COLETIVO POR ADESÃO"
"2023/06/19 5:31:10 PM GMT-3","Rõmulo","Ticket #71053","PJ EMPRESARIAL"
"2023/06/19 5:31:42 PM GMT-3","Rômulo","Ticket #71051","PJ EMPRESARIAL"
"2023/06/19 5:32:13 PM GMT-3","Rômulo","Ticket #71058","PJ EMPRESARIAL"
"2023/06/19 5:32:45 PM GMT-3","Rômulo","Ticket #71037","PJ EMPRESARIAL"
"2023/06/19 5:33:31 PM GMT-3","Renato","Ticket #71050","UFSC"
"2023/06/19 5:34:19 PM GMT-3","Edson Silva"," #71026","PF"
"2023/06/19 5:35:46 PM GMT-3","francine ","#70947","PJ COLETIVO POR ADESÃO"
"2023/06/19 5:54:30 PM GMT-3","lucas","Ticket: #71057","PJ COLETIVO POR ADESÃO"
"2023/06/19 5:54:55 PM GMT-3","lucas","Ticket: #71059","PF"
"2023/06/19 5:55:34 PM GMT-3","Renato","Ticket #70956","PF"
"2023/06/19 5:56:01 PM GMT-3","lucas","Ticket: #71064","CAASC 0976"
"2023/06/19 5:58:00 PM GMT-3","lucas","Ticket: #71071","PJ EMPRESARIAL"
"2023/06/19 5:58:32 PM GMT-3","lucas","Ticket: #71072","PJ EMPRESARIAL"
"2023/06/19 5:59:08 PM GMT-3","Rômulo","Ticket #71062","PJ EMPRESARIAL"
"2023/06/19 5:59:51 PM GMT-3","Rõmulo","Ticket #71061","PJ EMPRESARIAL"
"2023/06/19 6:02:32 PM GMT-3","Nicoly","Ticket: #70895","PJ COLETIVO POR ADESÃO"
"2023/06/19 6:06:46 PM GMT-3","Leonardo Eugênio Vieira","71024","PF"
"2023/06/19 6:06:54 PM GMT-3","Nicoly","Ticket: #71036","PJ EMPRESARIAL"
"2023/06/19 6:10:09 PM GMT-3","Leonardo Eugênio Vieira","71038","PJ EMPRESARIAL"
"2023/06/19 6:11:07 PM GMT-3","Renato","Ticket #70961","PJ EMPRESARIAL"
"2023/06/19 6:13:41 PM GMT-3","francine","#70786","PJ COLETIVO POR ADESÃO"
"2023/06/19 6:14:43 PM GMT-3","Nicoly","Ticket: #71013","PJ EMPRESARIAL"
"2023/06/19 6:17:20 PM GMT-3","Renato","Ticket #70964","PJ EMPRESARIAL"
"2023/06/19 6:21:05 PM GMT-3","Rômulo","Ticket #71077","PJ EMPRESARIAL"
"2023/06/19 6:21:32 PM GMT-3","Rômulo","Ticket #71089","PJ EMPRESARIAL"
"2023/06/19 6:22:39 PM GMT-3","Rômulo","Ticket #71093","UFSC"
"2023/06/19 6:23:32 PM GMT-3","Rômulo","Ticket #71092","PJ COLETIVO POR ADESÃO"
"2023/06/19 6:42:57 PM GMT-3","Nicoly","Ticket: #70969","PF"
"2023/06/19 6:44:35 PM GMT-3","Rômulo","Ticket #71097","PJ COLETIVO POR ADESÃO"
"2023/06/19 6:45:17 PM GMT-3","Rômulo","Ticket #71096","PJ EMPRESARIAL"
"2023/06/19 6:45:49 PM GMT-3","Renato","Ticket #70965","CAASC 0025"
"2023/06/19 6:53:57 PM GMT-3","Nicoly","Ticket: #70966","PF"
"2023/06/19 6:54:33 PM GMT-3","lucas","Ticket: #71099","PJ EMPRESARIAL"
"2023/06/19 6:55:10 PM GMT-3","lucas","Ticket: #71090","PF"
"2023/06/19 6:55:38 PM GMT-3","lucas","Ticket: #71085","PJ EMPRESARIAL"
"2023/06/19 6:56:07 PM GMT-3","francine "," #70955","PJ COLETIVO POR ADESÃO"
"2023/06/19 6:56:26 PM GMT-3","lucas","Ticket: #71076","PF"
"2023/06/19 6:56:54 PM GMT-3","lucas","Ticket: #71075","PJ EMPRESARIAL"
"2023/06/19 6:57:29 PM GMT-3","Nicoly","Ticket: #70952","PJ EMPRESARIAL"
"2023/06/19 6:57:38 PM GMT-3","lucas","Ticket: #71072","PJ EMPRESARIAL"
"2023/06/19 6:58:15 PM GMT-3","lucas","Ticket: #71071","PJ EMPRESARIAL"
"2023/06/19 6:59:44 PM GMT-3","Renato","Ticket #70970","UFSC"
"2023/06/19 7:02:05 PM GMT-3","Rômulo","Ticket #71095","INTERCAMBIO"
"2023/06/19 7:02:46 PM GMT-3","Rômulo","Ticket #71094","PJ EMPRESARIAL"
"2023/06/19 7:03:30 PM GMT-3","Rômulo","Ticket #71092","PJ COLETIVO POR ADESÃO"
"2023/06/19 7:04:01 PM GMT-3","Rômulo","Ticket #71091","PF"
"2023/06/19 7:04:33 PM GMT-3","Rômulo","Ticket #71089","PJ EMPRESARIAL"
"2023/06/19 7:06:39 PM GMT-3","Nicoly","Ticket: #70905","PJ EMPRESARIAL"
"2023/06/19 7:17:23 PM GMT-3","francine","#71029","PJ COLETIVO POR ADESÃO"
"2023/06/19 7:18:00 PM GMT-3","francine","#71032","INTERCAMBIO"
"2023/06/19 7:18:50 PM GMT-3","francine","Ticket #70821","INTERCAMBIO"
"2023/06/19 7:19:03 PM GMT-3","Nicoly","Ticket: #70968","OUTROS"
"2023/06/19 7:26:21 PM GMT-3","Nicoly","Ticket: #70968","OUTROS"
"2023/06/19 7:29:24 PM GMT-3","Renato","Ticket #70971","PJ COLETIVO POR ADESÃO"
"2023/06/19 7:36:44 PM GMT-3","Renato","Ticket #70998","PJ EMPRESARIAL"
"2023/06/19 7:55:29 PM GMT-3","Renato","Ticket #71008","PJ EMPRESARIAL"
"2023/06/19 8:21:41 PM GMT-3","Renato","Ticket #71027","PJ EMPRESARIAL"
"2023/06/19 8:58:21 PM GMT-3","Rômulo","Ticket #71143","PF"
"2023/06/19 8:58:44 PM GMT-3","Rômulo","Ticket #71141","PF"
"2023/06/19 9:08:50 PM GMT-3","Rômulo","Ticket #71154","PF"
"2023/06/19 11:06:11 PM GMT-3","waldemar","Ticket: #71218","PJ EMPRESARIAL"
"2023/06/19 11:16:34 PM GMT-3","waldemar","Ticket: #71217","PF"
"2023/06/19 11:38:51 PM GMT-3","Adryele","Ticket #71227","UFSC"
"2023/06/19 11:40:00 PM GMT-3","Adryele","Ticket #71226","PJ EMPRESARIAL"
"2023/06/19 11:43:17 PM GMT-3","waldemar","Ticket: #71208","INTERCAMBIO"
"2023/06/19 11:50:49 PM GMT-3","waldemar","Ticket: #71183","PJ COLETIVO POR ADESÃO"
"2023/06/20 12:08:37 AM GMT-3","Adryele","Ticket #71223","PF"
"2023/06/20 12:25:21 AM GMT-3","diana.melo","Ticket #71224","INTERCAMBIO"
"2023/06/20 12:31:48 AM GMT-3","waldemar","Ticket: #71185","PJ COLETIVO POR ADESÃO"
"2023/06/20 12:54:57 AM GMT-3","waldemar","Ticket: #71209","PJ EMPRESARIAL"
"2023/06/20 1:15:18 AM GMT-3","waldemar","Ticket: #71202","PF"
"2023/06/20 1:27:19 AM GMT-3","waldemar","Ticket: #71206","PJ EMPRESARIAL"
"2023/06/20 1:34:32 AM GMT-3","waldemar","Ticket: #71228","INTERCAMBIO"
"2023/06/20 1:53:41 AM GMT-3","waldemar","Ticket: #71212","INTERCAMBIO"
"2023/06/20 1:53:54 AM GMT-3","waldemar","Ticket: #71180","UFSC"
"2023/06/20 1:55:43 AM GMT-3","diana . melo","Ticket #71229","PJ EMPRESARIAL"
"2023/06/20 2:09:14 AM GMT-3","waldemar","Ticket: #71210","PF"
"2023/06/20 2:16:51 AM GMT-3","diana melo","Ticket #71224","INTERCAMBIO"
"2023/06/20 2:29:53 AM GMT-3","waldemar","Ticket: #71203","PJ EMPRESARIAL"
"2023/06/20 2:43:53 AM GMT-3","waldemar","Ticket: #71205","PJ EMPRESARIAL"
"2023/06/20 2:58:48 AM GMT-3","waldemar","Ticket: #71207","PJ EMPRESARIAL"
"2023/06/20 3:08:45 AM GMT-3","waldemar","Ticket: #71186","PF"
"2023/06/20 6:46:22 AM GMT-3","Sara ","TICKET: #71236","PJ EMPRESARIAL"
"2023/06/20 7:01:21 AM GMT-3","Sara ","Ticket: #71238","PJ EMPRESARIAL"
"2023/06/20 7:21:37 AM GMT-3","Sara ","Ticket: #71239","PJ EMPRESARIAL"
"2023/06/20 7:23:31 AM GMT-3","juliana","#71242","PJ COLETIVO POR ADESÃO"
"2023/06/20 7:42:33 AM GMT-3","vanessa gallardo","Ticket: #71237","PJ EMPRESARIAL"
"2023/06/20 7:44:06 AM GMT-3","Sara ","Ticket:#71243","PJ EMPRESARIAL"
"2023/06/20 7:47:35 AM GMT-3","Sara ","Ticket:#71243","PJ EMPRESARIAL"
"2023/06/20 7:52:22 AM GMT-3","juliana","#71245","PF"
"2023/06/20 7:59:27 AM GMT-3","juliana","#71245","PF"
"2023/06/20 8:01:11 AM GMT-3","juliana","#71247","PF"
"2023/06/20 8:01:34 AM GMT-3","juliana","#71247","OUTROS"
"2023/06/20 8:03:51 AM GMT-3","vanessa gallardo","Ticket: #71249","INTERCAMBIO"
"2023/06/20 8:17:26 AM GMT-3","Bianca","Ticket: #71252","PJ EMPRESARIAL"
"2023/06/20 8:19:11 AM GMT-3","Sara ","Ticket #71250","PJ EMPRESARIAL"
"2023/06/20 8:27:13 AM GMT-3","Milena","Ticket: #71253","PJ EMPRESARIAL"
"2023/06/20 8:33:57 AM GMT-3","Jacqueline Lais ","Ticket #71259","PJ EMPRESARIAL"
"2023/06/20 8:36:42 AM GMT-3","Bianca","Ticket: #71266","PJ EMPRESARIAL"
"2023/06/20 8:39:16 AM GMT-3","vanessa galalrdo","chat 36044920230620007055","OUTROS"
"2023/06/20 8:40:32 AM GMT-3","vanessa gallardo","chat 36044920230620007056","OUTROS"
"2023/06/20 8:41:36 AM GMT-3","vanessa gallardo","chat 36044920230620007057","OUTROS"
"2023/06/20 8:42:22 AM GMT-3","Tamires Oliveira ","Ticket #71246","PJ EMPRESARIAL"
"2023/06/20 8:47:49 AM GMT-3","Bianca","Ticket: #71275","PJ EMPRESARIAL"
"2023/06/20 8:48:55 AM GMT-3","vanessa gallardo","chat 36044920230620195212","PF"
"2023/06/20 8:49:01 AM GMT-3","juliana","#71265","PJ EMPRESARIAL"
"2023/06/20 8:49:11 AM GMT-3","Bianca","Ticket: #71279","PF"
"2023/06/20 8:49:41 AM GMT-3","juliana"," #71267","OUTROS"
"2023/06/20 8:52:54 AM GMT-3","juliana","#71264","PJ EMPRESARIAL"
"2023/06/20 9:00:35 AM GMT-3","Caleb","Ticket: #71283","PJ EMPRESARIAL"
"2023/06/20 9:00:51 AM GMT-3","Caleb","Ticket: #71280","INTERCAMBIO"
"2023/06/20 9:01:42 AM GMT-3","Sara ","Ticket:#71257","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:02:47 AM GMT-3","Davi","Ticket #71288","PF"
"2023/06/20 9:03:35 AM GMT-3","Milena","Ticket: #71276","PJ EMPRESARIAL"
"2023/06/20 9:03:56 AM GMT-3","Tamires Oliveira ","Ticket #71270","OUTROS"
"2023/06/20 9:04:26 AM GMT-3","juliana"," #71277","PF"
"2023/06/20 9:06:06 AM GMT-3","Sara ","Ticket:#71278","PJ EMPRESARIAL"
"2023/06/20 9:06:26 AM GMT-3","vanessa gallardo","chat 360449202306201825","OUTROS"
"2023/06/20 9:06:56 AM GMT-3","Davi","Ticket #71289","PF"
"2023/06/20 9:08:31 AM GMT-3","juliana","#71268","PF"
"2023/06/20 9:10:34 AM GMT-3","Caleb","Ticket: #71283","PJ EMPRESARIAL"
"2023/06/20 9:11:39 AM GMT-3","Matheus ","Ticket#71286","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:13:09 AM GMT-3","Sara ","Ticket: #71255","PJ EMPRESARIAL"
"2023/06/20 9:13:52 AM GMT-3","VAL","Ticket #71290","PJ EMPRESARIAL"
"2023/06/20 9:14:11 AM GMT-3","Caleb","Ticket: #71292","PJ EMPRESARIAL"
"2023/06/20 9:16:05 AM GMT-3","vanessa gallardo","chat 36044920230620195400 - orientado entrar whatsapp","UFSC"
"2023/06/20 9:17:41 AM GMT-3","Milenna","Ticket #71293","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:18:35 AM GMT-3","Caleb","Ticket: #71297","FUNDAÇOES"
"2023/06/20 9:19:01 AM GMT-3","juliana","#71281","PJ EMPRESARIAL"
"2023/06/20 9:21:05 AM GMT-3","Caleb","Ticket: #71297","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:23:57 AM GMT-3","Milena","Ticket: #71287","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:25:51 AM GMT-3","Milena","Ticket: #71253","PJ EMPRESARIAL"
"2023/06/20 9:26:30 AM GMT-3","VAL","Ticket #71301","PJ EMPRESARIAL"
"2023/06/20 9:27:27 AM GMT-3","VAL","Ticket #71302","PJ EMPRESARIAL"
"2023/06/20 9:30:16 AM GMT-3","Sara ","Ticket: #71269","PJ EMPRESARIAL"
"2023/06/20 9:30:58 AM GMT-3","Caleb","Ticket: #71304","PJ EMPRESARIAL"
"2023/06/20 9:31:42 AM GMT-3","vanessa gallardo","chat 36044920230620195381","FUNDAÇOES"
"2023/06/20 9:33:38 AM GMT-3","Milenna","Ticket #71299","PJ EMPRESARIAL"
"2023/06/20 9:35:15 AM GMT-3","Bianca","Ticket: #71308","PJ EMPRESARIAL"
"2023/06/20 9:38:20 AM GMT-3","Davi","Ticket #71307","OUTROS"
"2023/06/20 9:41:46 AM GMT-3","VAL","Ticket #71315","PF"
"2023/06/20 9:42:34 AM GMT-3","Davi","Ticket #71319","PJ EMPRESARIAL"
"2023/06/20 9:42:38 AM GMT-3","VAL","Ticket #71316","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:43:52 AM GMT-3","Bianca","Ticket: #71320","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:44:35 AM GMT-3","Davi","Ticket #71322","PJ EMPRESARIAL"
"2023/06/20 9:49:45 AM GMT-3","Natalia","Ticket: #71306","PJ EMPRESARIAL"
"2023/06/20 9:49:48 AM GMT-3","Milenna","Ticket #71303","PJ EMPRESARIAL"
"2023/06/20 9:51:10 AM GMT-3","VAL","Ticket #71329","UFSC"
"2023/06/20 9:51:10 AM GMT-3","Milenna","Ticket #71311","PF"
"2023/06/20 9:51:25 AM GMT-3","Jacqueline Lais ","Ticket #71317","PJ EMPRESARIAL"
"2023/06/20 9:51:32 AM GMT-3","juliana","#71326","OUTROS"
"2023/06/20 9:52:34 AM GMT-3","Jacqueline Lais ","Ticket #71305","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:52:57 AM GMT-3","Davi","Ticket #71330","PJ EMPRESARIAL"
"2023/06/20 9:53:36 AM GMT-3","Bianca","Ticket: #71333","FUNDAÇOES"
"2023/06/20 9:55:23 AM GMT-3","Sara ","Ticket:#71269","PJ EMPRESARIAL"
"2023/06/20 9:55:40 AM GMT-3","Natalia","Ticket: #71324","OUTROS"
"2023/06/20 9:56:05 AM GMT-3","juliana","#71327","OUTROS"
"2023/06/20 9:58:25 AM GMT-3","VAL","Ticket #71335","PJ COLETIVO POR ADESÃO"
"2023/06/20 9:58:43 AM GMT-3","Caleb","Ticket: #71338","PF"
"2023/06/20 10:00:37 AM GMT-3","juliana","#71331","PJ EMPRESARIAL"
"2023/06/20 10:01:52 AM GMT-3","Davi","Ticket #71314","UFSC"
"2023/06/20 10:02:54 AM GMT-3","VAL","Ticket #71344","PJ EMPRESARIAL"
"2023/06/20 10:04:40 AM GMT-3","Henrique Freitag","Ticket #71341","UFSC"
"2023/06/20 10:07:02 AM GMT-3","Henrique Freitag","Ticket #71342","INTERCAMBIO"
"2023/06/20 10:07:05 AM GMT-3","Natalia","Ticket: #71312","PF"
"2023/06/20 10:07:08 AM GMT-3","Sara ","Ticket: #71339","CAASC 0025"
"2023/06/20 10:07:10 AM GMT-3","Bianca","Ticket: #71351","PJ EMPRESARIAL"
"2023/06/20 10:07:33 AM GMT-3","Henrique Freitag","Ticket #71348","PJ EMPRESARIAL"
"2023/06/20 10:08:28 AM GMT-3","Tamires Oliveira ","Ticket #71262","PJ EMPRESARIAL"
"2023/06/20 10:08:34 AM GMT-3","Henrique Freitag","Ticket #71350","PJ EMPRESARIAL"
"2023/06/20 10:11:18 AM GMT-3","Milena","Ticket: #71260","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:11:33 AM GMT-3","Tamires Oliveira ","Ticket #71310","PJ EMPRESARIAL"
"2023/06/20 10:11:37 AM GMT-3","Henrique Freitag","Ticket #71358","PJ EMPRESARIAL"
"2023/06/20 10:12:34 AM GMT-3","juliana","#71334","INTERCAMBIO"
"2023/06/20 10:14:42 AM GMT-3","juliana","#71323","PJ EMPRESARIAL"
"2023/06/20 10:15:29 AM GMT-3","Jacqueline Lais ","Ticket #71362","PF"
"2023/06/20 10:16:53 AM GMT-3","Tamires Oliveira ","Ticket #71313","PJ EMPRESARIAL"
"2023/06/20 10:17:15 AM GMT-3","juliana","#71347","PJ EMPRESARIAL"
"2023/06/20 10:18:58 AM GMT-3","Caleb","Ticket: #71368","PJ EMPRESARIAL"
"2023/06/20 10:19:24 AM GMT-3","Caleb","Ticket: #71367","PJ EMPRESARIAL"
"2023/06/20 10:23:09 AM GMT-3","Davi","Ticket #71365","PF"
"2023/06/20 10:25:38 AM GMT-3","Davi","Ticket #71374","PF"
"2023/06/20 10:25:41 AM GMT-3","Caleb","Ticket: #71373","PJ EMPRESARIAL"
"2023/06/20 10:25:51 AM GMT-3","Jacqueline Lais ","Ticket #71362","PF"
"2023/06/20 10:25:54 AM GMT-3","VAL","Ticket #71376","PJ EMPRESARIAL"
"2023/06/20 10:26:03 AM GMT-3","Davi","Ticket #71375","PJ EMPRESARIAL"
"2023/06/20 10:27:56 AM GMT-3","VAL","Ticket #71377","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:29:44 AM GMT-3","Natalia","Ticket: #71370","UFSC"
"2023/06/20 10:30:14 AM GMT-3","Milena","Ticket: #71366","PF"
"2023/06/20 10:30:57 AM GMT-3","Caleb","Ticket: #71379","PJ EMPRESARIAL"
"2023/06/20 10:33:02 AM GMT-3","vanessa gallardo","chat 36044920230620195524","PJ EMPRESARIAL"
"2023/06/20 10:34:20 AM GMT-3","Sara ","Ticket: #71356","PJ EMPRESARIAL"
"2023/06/20 10:34:51 AM GMT-3","Henrique Freitag","Ticket #71363","PF"
"2023/06/20 10:35:21 AM GMT-3","juliana","#71349","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:35:29 AM GMT-3","Natalia","Ticket: #71384","PJ EMPRESARIAL"
"2023/06/20 10:36:26 AM GMT-3","Bianca","Ticket: #71388","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:37:46 AM GMT-3","Natalia","Ticket: #71389","PF"
"2023/06/20 10:38:24 AM GMT-3","Henrique Freitag","Ticket #71364","INTERCAMBIO"
"2023/06/20 10:39:08 AM GMT-3","Henrique Freitag","Ticket #71380","PJ EMPRESARIAL"
"2023/06/20 10:40:32 AM GMT-3","Bianca","Ticket: #71388","PJ EMPRESARIAL"
"2023/06/20 10:40:50 AM GMT-3","Henrique Freitag","Ticket #71382","PJ EMPRESARIAL"
"2023/06/20 10:41:42 AM GMT-3","Henrique Freitag","Ticket #71385","PJ EMPRESARIAL"
"2023/06/20 10:42:27 AM GMT-3","Vanessa gallardo","chat 36044920230620195298 - abandonou chat","UFSC"
"2023/06/20 10:42:45 AM GMT-3","Henrique Freitag","Ticket #71381","PF"
"2023/06/20 10:44:30 AM GMT-3","Henrique Freitag","Ticket #71395","PJ EMPRESARIAL"
"2023/06/20 10:44:46 AM GMT-3","vanessa gallardo","chat 36044920230620195427","PJ EMPRESARIAL"
"2023/06/20 10:45:30 AM GMT-3","Henrique Freitag","Ticket #71398","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:45:45 AM GMT-3","juliana","#71390","OUTROS"
"2023/06/20 10:46:49 AM GMT-3","juliana","#71392","OUTROS"
"2023/06/20 10:46:55 AM GMT-3","vanessa gallardo","chat 36044920230620195520","PJ EMPRESARIAL"
"2023/06/20 10:47:30 AM GMT-3","VAL","Ticket #71401","INTERCAMBIO"
"2023/06/20 10:47:53 AM GMT-3","Caleb","Ticket: #71402","PJ EMPRESARIAL"
"2023/06/20 10:49:04 AM GMT-3","VAL","Ticket #71405","PJ EMPRESARIAL"
"2023/06/20 10:49:10 AM GMT-3","Caleb","Ticket: #71403","PJ EMPRESARIAL"
"2023/06/20 10:53:27 AM GMT-3","vanessa gallardo","chat 36044920230620195526","PF"
"2023/06/20 10:53:27 AM GMT-3","Natalia","Ticket: #71404","PJ EMPRESARIAL"
"2023/06/20 10:55:48 AM GMT-3","Natalia","Ticket: #71410","PF"
"2023/06/20 10:56:57 AM GMT-3","Caleb","Ticket: #71408","PJ EMPRESARIAL"
"2023/06/20 10:57:07 AM GMT-3","Tamires Oliveira ","Ticket #71359","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:57:31 AM GMT-3","Tamires Oliveira ","Ticket #71248","PJ COLETIVO POR ADESÃO"
"2023/06/20 10:58:35 AM GMT-3","vanessa gallardo","chat 36044920230620195723","PF"
"2023/06/20 11:00:08 AM GMT-3","VAL","Ticket #71415","PJ EMPRESARIAL"
"2023/06/20 11:01:04 AM GMT-3","VAL","Ticket #71414","UFSC"
"2023/06/20 11:02:24 AM GMT-3","VAL","Ticket #71416","PJ EMPRESARIAL"
"2023/06/20 11:03:46 AM GMT-3","VAL","Ticket #71419","PF"
"2023/06/20 11:04:53 AM GMT-3","vanessa gallardo","chat 36044920230620195911","OUTROS"
"2023/06/20 11:06:08 AM GMT-3","juliana","#71391","PF"
"2023/06/20 11:06:52 AM GMT-3","Tamires Oliveira ","Ticket #71399","PJ EMPRESARIAL"
"2023/06/20 11:07:44 AM GMT-3","Davi","Ticket #71417","OUTROS"
"2023/06/20 11:08:00 AM GMT-3","vanessa gallardo","chat 36044920230620195620","PJ COLETIVO POR ADESÃO"
"2023/06/20 11:08:11 AM GMT-3","Sara zimmermann","Ticket: #71355","PF"
"2023/06/20 11:09:39 AM GMT-3","Davi","Ticket #71420","PJ EMPRESARIAL"
"2023/06/20 11:10:20 AM GMT-3","vanessa gallardo","chat 36044920230620195745","PJ EMPRESARIAL"
"2023/06/20 11:11:56 AM GMT-3","vanessa gallardo","chat 36044920230620195755","PJ EMPRESARIAL"
"2023/06/20 11:12:42 AM GMT-3","Henrique Freitag","Ticket #71393","PJ EMPRESARIAL"
"2023/06/20 11:12:45 AM GMT-3","Milenna","Ticket #71411","UFSC"
"2023/06/20 11:13:40 AM GMT-3","vanessa gallardo","chat 36044920230620195817","PJ EMPRESARIAL"
"2023/06/20 11:14:04 AM GMT-3","Milena","Ticket: #71383","PJ EMPRESARIAL"
"2023/06/20 11:14:20 AM GMT-3","Davi","Ticket #71424","INTERCAMBIO"
"2023/06/20 11:14:54 AM GMT-3","Davi","Ticket #71429","PJ EMPRESARIAL"
"2023/06/20 11:15:15 AM GMT-3","Milenna","Ticket #71412","PJ EMPRESARIAL"
"2023/06/20 11:15:32 AM GMT-3","Davi","Ticket #71422","PJ EMPRESARIAL"
"2023/06/20 11:15:58 AM GMT-3","vanessa gallardo","chat 36044920230620195852","PJ EMPRESARIAL"
"2023/06/20 11:16:03 AM GMT-3","VAL","Ticket #71434","PJ EMPRESARIAL"
"2023/06/20 11:16:06 AM GMT-3","Davi","Ticket #71420","PJ EMPRESARIAL"
"2023/06/20 11:19:06 AM GMT-3","Henrique Freitag","Ticket #71398","PJ COLETIVO POR ADESÃO"
"2023/06/20 11:19:10 AM GMT-3","Sara ","Ticket: #71336","PF"
"2023/06/20 11:19:51 AM GMT-3","Jacqueline Lais ","Ticket #71418","PJ EMPRESARIAL"
"2023/06/20 11:20:55 AM GMT-3","VAL","Ticket #71433","OUTROS"
"2023/06/20 11:22:21 AM GMT-3","VAL","Ticket #71443","PJ EMPRESARIAL"
"2023/06/20 11:22:21 AM GMT-3","Sara"," Ticket:#71369","PJ EMPRESARIAL"
"2023/06/20 11:22:59 AM GMT-3","Henrique Freitag","Ticket #71398","PJ EMPRESARIAL"
"2023/06/20 11:24:12 AM GMT-3","Sara ","Ticket:#71336","PF"
"2023/06/20 11:25:27 AM GMT-3","Caleb","Ticket: #71441","PJ COLETIVO POR ADESÃO"
"2023/06/20 11:25:46 AM GMT-3","Caleb","Ticket: #71444","PJ EMPRESARIAL"
"2023/06/20 11:27:00 AM GMT-3","Milenna","Ticket #71437","PJ EMPRESARIAL"
"2023/06/20 11:27:55 AM GMT-3","Milenna","Ticket #71439","PJ EMPRESARIAL"
"2023/06/20 11:29:01 AM GMT-3","vanessa gallardo","chat 36044920230620195948","PJ EMPRESARIAL"
"2023/06/20 11:37:11 AM GMT-3","Natalia","Ticket: #71407","PJ EMPRESARIAL"
"2023/06/20 11:37:45 AM GMT-3","Davi","Ticket #71454","UFSC"
